245., 넘버스 스틱! ,17，000,칩 히스， 칼라 스타
246., 릿터 Littor 2022.10.11 ㅣ 릿터 Littor    ,13，000,릿터 편집부
247., 푸른 상자 5 ,6，000,미우라 코우지
248., 웰씽킹 WEALTHINKING (양장) ,16，000,켈리 최
249., 정의란 무엇인가  ,15，000,마이클 샌델
250., 지적 대화를 위한 넓고 얕은 지식 1 ㅣ 지적 대화를 위한 넓고 얕은 지식 (개정판) 1 ,16，000,채사장
251., 참을 수 없는 존재의 가벼움 ,15，000,밀란 쿤데라
252., 백년운동  ,19，500,정선근
253., 송사무장의 부동산 경매의 기술 ,16，000,송희창
254., 도올주역강해 ,39，000,김용옥
255., 딜레마 사전 ㅣ 작가들을 위한 사전 시리즈  ,22，000,안젤라 애커만， 베카 푸글리시
256., 예쁘게 말하는 네가 좋다 ,15，800,김범준
257., 3년 후 부의 흐름이 보이는 경제지표 정독법 ,18，500,김영익
258., 계속 가보겠습니다 ,18，000,임은정
259., 순례 주택 ㅣ 블루픽션 (비룡소 청소년 문학선) 81 ,13，000,유은실
260., 죽음의 수용소에서  ,9，800,빅터 프랭클
261., 존재의 세 가지 거짓말 (양장) ,22，000,아고타 크리스토프
262., 백 번 산 고양이 백꼬선생 1 ㅣ 우리학교 상상 도서관  ,13，000,정연철
263., 카사노바 호텔 ,13，500,아니 에르노
264., 내 멋대로 초능력 뽑기 ㅣ 내 멋대로 뽑기  ,12，500,최은옥
265., 내가 틀릴 수도 있습니다 ,16，000,비욘 나티코 린데블라드
266., 브라질에 비가 내리면 스타벅스 주식을 사라 ,18，000,피터 나바로
267., 뇌， 욕망의 비밀을 풀다  ,18，000,한스-게오르크 호이젤
268., 눈감지 마라 ㅣ 마음산책 짧은 소설   ,15，000,이기호
269., 수상한 지하실 ㅣ 북멘토 가치동화 48 ,13，000,박현숙
270., 클라우드 머니 ,19，000,브렛 스콧
271., 해커스 토익 RC 리딩 READING ㅣ 해커스 토익 기본서  ,18，800,David Cho
272., ETS 토익 기출 VOCA 출제기관 공식수험서 ,12，900,ETS
273., 명탐정 코난 101  ,5，500,아오야마 고쇼
274., 마음이 흐르는 대로 ,16，000,지나영
275., 그리스 로마 신화 30 : 기나긴 모험 그 끝의 이야기 ㅣ 만화로 읽는 초등 인문학  ,15，000,박시연
276., 괜찮아， 분명 다 잘될 거야! ,15，000,사이토 히토리
277., 사물의 소멸 ,15，800,한병철
278., 슬로우 미러클 영어 그림책 느리게 100권 읽기의 힘 ,29，800,고광윤
279., 말을 부수는 말 ,18，000,이라영
280., 스페이스 (논)픽션 ㅣ 온(on) 시리즈 1 ,17，000,정지돈
281., 세상 쉬운 영문법 ,19，800,윤여홍
282., 언러키 스타트업 ,15，000,정지음
283., 2023 올라 경찰실무종합 오함마 응용문제집 - 전2권 ㅣ 2023 올라 경찰승진 기출문제집  ,30，000,오현웅
284., 유럽 도시 기행 2 ㅣ 유럽 도시 기행 2 ,17，500,유시민
285., ETS 토익 단기 공략 750+ (LC + RC) ㅣ ETS 토익 단기 공략  ,18，000,ETS
286., 2022 하반기 해커스 GSAT 삼성직무적성검사 실전모의고사 8회분 (수리논리/추리) ,17，900,해커스 취업교육연구소
287., 30개 도시로 읽는 미국사 ㅣ 30개 도시로 읽는 시리즈  ,18，800,김봉중
288., 에코의 위대한 강연 ,28，000,움베르토 에코
289., 달러구트 꿈 백화점 2 (레인보우 에디션) ㅣ 달러구트 꿈 백화점  ,13，800,이미예
290., 이방인 ㅣ 민음사 세계문학전집 266 ,10，000,알베르 카뮈
291., 쇼타 형아 1 ,6，500,나카야마 미유키
292., 계절의 위로 ,15，500,서은
293., 혼자서 종이우산을 쓰고 가다 ,14，800,에쿠니 가오리
294., 한 여자 ,13，800,아니 에르노
295., 다이아몬드 에이스 ACT2 : 30 ,6，000,테라지마 유지
296., 시니맘의 오늘도 완밥 유아식 ,19，500,시니맘(박지혜)
297., 분노가 세상을 바꾼다 ,17，000,홍사훈
298., 시크릿 ,13，800,론다 번
299., 해커스 보카 (Hackers Vocabulary) ,16，900,David Cho
300., 우리가 빛의 속도로 갈 수 없다면  ,14，000,김초엽
301., 구의 증명 ㅣ 은행나무 노벨라 7  ,8，000,최진영
302., 서찰을 전하는 아이 ㅣ 푸른숲 역사 동화 1  ,12，000,한윤섭
303., 눈물 한 방울 ,15，800,이어령
304., 멘탈이 강해지는 연습 ,15，000,데이먼 자하리아데스
305., 도쿄 리벤저스 27 ,6，000,와쿠이 켄
306., 봇치·더·록! 1 ,8，000,하마지 아키
307., 빨리 하고 싶은 두 사람 1 ,6，000,쿠사카 아키
308., 2023 문동균 한국사 한 권으로 모든 것을 정리하는 빈칸노트 ,12，000,문동균
309., 2023 전한길 한국사 합격생 필기노트 (스프링) ,15，000,전한길
310., 발타자르 그라시안의 인생 수업 ㅣ 메이트북스 클래식 8 ,15，000,발타자르 그라시안
311., 2023 시나공 컴퓨터활용능력 1급 필기 ㅣ 2023 시나공 컴퓨터활용능력  ,32，000,길벗 R&D， 강윤석， 김용갑， 김우경， 김종일， 김선길
312., 부부 이상， 연인 미만. 1~2 합본판 ,12，000,카나마루 유키
313., 라이프 트렌드 2023 : 과시적 비소비 ,18，000,김용섭
314., 명화로 읽는 합스부르크 역사 ㅣ 역사가 흐르는 미술관 1  ,16，000,나카노 교코
315., 데뷔 못 하면 죽는 병 걸림 1부 초판 한정 굿즈박스 세트 ㅣ 데뷔 못 하면 죽는 병 걸림 1 ,95，000,백덕수
316., 아몬드 (반양장) ㅣ 창비청소년문학 78 ,10，000,손원평
317., 천 개의 파랑  ,14，000,천선란
318., 친구의 전설 ㅣ 웅진 모두의 그림책 42  ,14，000,이지은
319., 변화하는 세계 질서  ,38，000,레이 달리오
320., 마지막 몰입 ,16，800,짐 퀵
321., 포켓몬스터 썬&문 포켓몬 전국대도감 ,9，500,가와시마 준지
322., 도시인의 월든 ,16，800,박혜윤
323., 2022 하반기 렛유인 GSAT 삼성직무적성검사 FINAL 봉투모의고사 ,16，000,정지성， 주영훈， 렛유인연구소
324., 알쏭달쏭 캐치 티니핑 시즌3 스티커 색칠놀이 ,7，000,학산문화사 편집부
325., 감정 어휘 ,16，000,유선경
326., 월든 ,13，000,헨리 데이비드 소로
327., 경매 권리분석 이렇게 쉬웠어? ,18，000,박희철
328., 밥 프록터 부의 확신 ,16，000,밥 프록터
329., 쇳밥일지 ,14，500,천현우
330., 재수사 2  ,16，000,장강명
331., 도파민네이션 ,18，000,애나 렘키
332., 28시간에 끝내는 토익스피킹 스타트 ,17，900,황인기， 시원스쿨 어학연구소
333., 더우면 벗으면 되지 ,11，800,요시타케 신스케
334., 2022 하반기 고시넷 NCS 지역농협 6급 오픈봉투모의고사 ,22，000,고시넷 NCS 연구소
335., 위국일기 8 ,5，500,야마시타 토모코
336., 달러구트 꿈 백화점 1 (레인보우 에디션) ㅣ 달러구트 꿈 백화점  ,13，800,이미예
337., 체리새우 : 비밀글입니다 ㅣ 문학동네 청소년 42 ,11，500,황영미
338., 스파이 패밀리 9 ,6，000,엔도 타츠야
339., 경제금융용어 700선 ,8，000,한국은행
340., 어둠을 걷는 아이들 ㅣ 큰곰자리 66  ,16，000,크리스티나 순토르밧
341., 먼작귀 1 (그림책 포함 특별판) ,17，000,나가노
342., 감옥으로부터의 사색 ,18，000,신영복
343., 얼어붙은 여자 ,16，500,아니 에르노
344., 콩알탄의 러브 송 ,6，000,스즈마루 민타
345., 미움받을 용기 (반양장) ㅣ 미움받을 용기 1 ,14，900,기시미 이치로， 고가 후미타케
346., 어디로 가세요 펀자이씨? ㅣ 펀자이씨툰 1  ,16，000,엄유진
347., 2023 써니 행정법총론 (기출지문 암기 App 이용쿠폰 제공) - 전2권 ,49，000,박준철
348., 어른의 어휘 공부 ,17，500,신효원
349., 2023 전한길 한국사 3.0 기출문제집 - 전2권 ,38，000,전한길
350., 클로버 (양장)  ,14，000,나혜림
351., 2023 시나공 컴퓨터활용능력 1급 실기 ㅣ 2023 시나공 컴퓨터활용능력  ,40，000,길벗 R&D， 강윤석， 김우경， 김용갑， 김종일
352., 매일 만들어 먹고 싶은 식사샐러드 ㅣ 매일 만들어 먹고 싶은 레시피   ,16，600,남정석
353., 삼체 1~3 세트 - 전3권 (개정 양장본) ,59，000,류츠신
354., 행복한 엄마와 아빠 ,19，800,KJ 델안토니아
355., 죽이고 싶은 아이 ,12，500,이꽃님
356., 스파이 패밀리 2 ,6，000,엔도 타츠야
357., 스파이 패밀리 5 ,6，000,엔도 타츠야
358., 내가 죽기로 결심한 것은 1  ,16，000,YUJU
359., 스크루테이프의 편지 ,11，000,C. S. 루이스
360., 룩 백 ,6，000,후지모토 타츠키
361., 먼작귀 2 (그림책 포함 특별판) ,18，000,나가노
362., 부모의 말 ,16，800,김종원
