 441,동물농장,조지 오웰 외,7，200
 442,부모의 말,김종원,15，120
 443,MAXIDENT [GO VER] [한정반],STRAY KIDS(스트레이 키즈),16，300
 444,Word Master(워드마스터) 고등 Basic,전광훈 외,9，900
 445,The Scent of PAGE : 차량용 방향제,교보문고,36，000
 447,보그(2022년 10월호)(C형),두산매거진 편집부,11，400
 448,개념원리 고등 수학1(2022),이홍섭,17，100
 449,아홉 살 마음 사전,박성우 외,9，900
 450,여덟 단어,박웅현,13，500
 451,어린이 수학동아(2022년 10월15일자)(20호),동아사이언스 편집부,8，550
 452,해파리 버스,이수현 외,13，500
 453,이기적 SQL 개발자 이론서+기출문제,임호진 외,21，600
 454,500원짜리만 받는 장난감 가게,보린 외,13，500
 455,Grammar Inside(그래머 인사이드) Level 1,NE능률 영어교육연구소,13，950
 456,이것은 작은 브랜드를 위한 책,이근상,14，220
 457,홀로서기 심리학(7만 부 기념 스페셜 에디션),라라 E. 필딩 외,13，500
 458,푸른 사자 와니니 2: 검은 땅의 주인,이현 외,9，720
 459,돈,보도 섀퍼 외,14，400
 460,The Scent of PAGE : 차량용 방향제 리필,교보문고,16，000
